fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3fd75667,UX939,AEA939,AEA,B738,EC-NUY,LEBL,LEMD,2026-05-24T00:19:57Z,2026-05-24T01:09:34Z
3fd7569f,YW3014,ANE3014,ANE,CRJX,EC-MJQ,LEVT,LEBL,2026-05-24T00:32:50Z,2026-05-24T01:17:22Z
3fd758a4,AA40,AAL40,AAL,B788,N816AA,KORD,LEBL,2026-05-24T00:36:58Z,2026-05-24T08:21:32Z
3fd76191,EK256,UAE256,UAE,B77L,A6-EWI,MMMX,LEBL,2026-05-24T01:14:22Z,2026-05-24T11:38:49Z
3fd76c3f,WS28,WJA28,WJA,B789,C-GMKS,CYYC,LEBL,2026-05-24T01:09:23Z,2026-05-24T10:17:48Z
3fd76c52,UA672,UAL672,UAL,B772,N76021,KSFO,LEBL,2026-05-24T01:17:33Z,2026-05-24T12:06:05Z
3fd77675,VY8105,VLG448P,VLG,A321,EC-MMH,LGAV,LEBL,2026-05-24T01:26:21Z,2026-05-24T03:58:36Z
3fd786cc,DL194,DAL194,DAL,A333,N829NW,KATL,LEBL,2026-05-24T02:33:16Z,2026-05-24T10:47:46Z
3fd78d84,VY4203,VLG4203,VLG,A320,EC-MAH,LFLL,LEBL,2026-05-24T02:10:05Z,2026-05-24T02:57:49Z
3fd79e8a,J245,AHY045,AHY,A319,4K-AZ05,UBBB,LEBL,2026-05-24T02:52:31Z,2026-05-24T07:55:19Z
3fd7a1d2,W43175,WMT3796,WZZ,A321,HA-LXM,LROP,LEBL,2026-05-24T02:59:09Z,2026-05-24T05:31:54Z
3fd7a41d,LY393,ELY393,ELY,B739,4X-EHA,LLBG,LEBL,2026-05-24T03:09:53Z,2026-05-24T07:08:46Z
3fd7aacb,VY1292,VLG1292,VLG,A320,EC-KRH,LEBL,LECO,2026-05-24T03:58:55Z,2026-05-24T05:19:13Z
