fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3fd38e15,TW407,TWB407,KAL,A332,HL8227,RKSI,LEBL,2026-05-23T02:22:38Z,2026-05-23T16:04:33Z
3fd3a50c,EK256,UAE256,UAE,B77L,A6-EWF,MMMX,LEBL,2026-05-23T00:57:07Z,2026-05-23T11:23:12Z
3fd3adc0,AA40,AAL40,AAL,B788,N814AA,KORD,LEBL,2026-05-23T01:14:14Z,2026-05-23T09:03:22Z
3fd3b1d8,UA672,UAL672,UAL,B772,N78003,KSFO,LEBL,2026-05-23T01:22:17Z,2026-05-23T12:09:29Z
3fd3b342,WS28,WJA28,WJA,B789,C-FAJA,CYYC,LEBL,2026-05-23T01:20:05Z,2026-05-23T11:00:01Z
3fd3babf,AA112,AAL112,AAL,B772,N753AN,KMIA,LEBL,2026-05-23T01:51:46Z,2026-05-23T10:11:56Z
3fd3cdb9,DL194,DAL194,DAL,A333,N814NW,KATL,LEBL,2026-05-23T02:10:27Z,2026-05-23T10:20:33Z
3fd3e1b3,QY8030,BCS3LR,BCS,A306,D-AEAO,EDDP,LEBL,2026-05-23T02:41:52Z,2026-05-23T04:35:18Z
3fd3e5a3,UA769,UAL769,UAL,B788,N26906,KORD,LEBL,2026-05-23T03:18:31Z,2026-05-23T11:03:11Z
3fd3edd7,IB2630,LVL230K,LVL,A332,EC-NRH,KMIA,LEBL,2026-05-23T03:02:48Z,2026-05-23T11:37:10Z
3fd3ef5a,IB2626,LVL269B,LVL,A332,EC-OHY,KBOS,LEBL,2026-05-23T03:02:28Z,2026-05-23T09:39:27Z
3fd3f29a,IB2624,LVL247M,LVL,A332,EC-NRG,KLAX,LEBL,2026-05-23T03:16:36Z,2026-05-23T14:08:35Z
3fd3f269,W43175,WMT3796,WZZ,A321,HA-LTA,LROP,LEBL,2026-05-23T03:09:42Z,2026-05-23T05:51:38Z
3fd3f36a,J245,AHY045,AHY,A20N,VP-BBK,UBBB,LEBL,2026-05-23T03:13:47Z,2026-05-23T08:22:00Z
3fd3f662,WT220,SWT220,SWT,AT72,EC-IYH,LEBL,LEPA,2026-05-23T03:15:14Z,2026-05-23T03:48:30Z
3fd3fbd0,HV5131,TRA52Q,TRA,B738,PH-HXN,EHAM,LEBL,2026-05-23T03:55:52Z,2026-05-23T05:46:09Z
3fd3ffb0,W62047,WZZ194,WZZ,A21N,HA-LVQ,EPKK,LEBL,2026-05-23T03:38:30Z,2026-05-23T05:58:28Z
3fd4014c,FR5753,RYR2YM,MAY,B38M,9H-VVH,LMML,LEBL,2026-05-23T03:44:48Z,2026-05-23T05:33:02Z
3fd402c1,SN3708,BEL8DM,BEL,A320,OO-TCH,LEBL,EBBR,2026-05-23T03:50:56Z,2026-05-23T05:30:42Z
3fd40364,W61475,WZZ39GE,WMT,A21N,9H-WNC,EPWA,LEBL,2026-05-23T03:47:47Z,2026-05-23T06:17:42Z
3fd41eb4,UX7161,AEA27GB,OVA,B738,EC-MUZ,LEMD,LEBB,2026-05-23T04:50:08Z,2026-05-23T05:26:09Z
3fd4205d,TK1315,THY6ZN,THY,A21N,TC-LSH,LTFM,LEBB,2026-05-23T05:11:09Z,2026-05-23T08:50:33Z
3fd42184,VY3937,VLG5QN,VLG,A320,EC-OKJ,LEPA,LEBB,2026-05-23T04:55:44Z,2026-05-23T05:59:58Z
