fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3fc67d1b,A3713,AEE713,AEE,A20N,SX-NEM,LEBL,LGAV,2026-05-20T00:19:44Z,2026-05-20T02:40:27Z
3fc6801d,TW407,TWB407,KAL,A332,HL8276,RKSI,LEBL,2026-05-20T02:47:24Z,2026-05-20T16:37:25Z
3fc6875b,AA40,AAL40,AAL,B788,N817AN,KORD,LEBL,2026-05-20T00:39:34Z,2026-05-20T08:16:59Z
3fc68e20,UA672,UAL672,UAL,B772,N796UA,KSFO,LEBL,2026-05-20T01:11:33Z,2026-05-20T11:49:37Z
3fc68f25,EK256,UAE256,UAE,B77L,A6-EWF,MMMX,LEBL,2026-05-20T00:54:46Z,2026-05-20T11:26:35Z
3fc68f2f,WT224,SWT224,SWT,AT75,EC-MEC,LEMD,LEBL,2026-05-20T00:50:05Z,2026-05-20T01:58:43Z
3fc6904b,QY460,BCS460,CGF,B734,LZ-CGW,LIMC,LEBL,2026-05-20T00:58:53Z,2026-05-20T02:09:44Z
3fc69a8f,VY8105,VLG448P,VLG,A320,EC-MBT,LGAV,LEBL,2026-05-20T01:05:55Z,2026-05-20T03:50:08Z
3fc69c8a,WS28,WJA28,WJA,B789,C-GYRS,CYYC,LEBL,2026-05-20T01:16:18Z,2026-05-20T10:11:15Z
3fc6a60b,,,,GLF6,,,,2026-05-20T02:22:56Z,2026-05-20T09:11:06Z
3fc6b338,QY8048,BCS1MU,DHA,B752,OE-LNB,EBBR,LEBL,2026-05-20T01:48:39Z,2026-05-20T03:24:39Z
3fc6b552,5X242,UPS242,UPS,B763,N364UP,EDDK,LEBL,2026-05-20T01:45:04Z,2026-05-20T03:26:31Z
3fc6ba45,QY8030,BCS3LR,BCS,B752,D-ALEU,EDDP,LEBL,2026-05-20T01:57:23Z,2026-05-20T03:54:58Z
3fc6bc96,DL194,DAL194,DAL,A333,N814NW,KATL,LEBL,2026-05-20T02:18:28Z,2026-05-20T10:40:32Z
3fc6c688,IB2626,LVL269B,LVL,A332,EC-NEN,KBOS,LEBL,2026-05-20T03:25:35Z,2026-05-20T10:04:10Z
3fc6cf59,E9804,EVE804,EVE,A359,EC-NBO,MHPR,LEBL,2026-05-20T02:28:50Z,2026-05-20T12:33:07Z
3fc6d3ec,3V4272,TAY3BC,TAY,B738,OE-IXP,LFPG,LEBL,2026-05-20T02:43:50Z,2026-05-20T04:03:33Z
3fc6d951,LY393,ELY393,ELY,B739,4X-EHA,LLBG,LEBL,2026-05-20T02:53:29Z,2026-05-20T07:20:47Z
3fc6da7a,QY8430,BCS3WP,RGN,B752,EC-NYM,LEBL,LEMD,2026-05-20T02:50:59Z,2026-05-20T03:43:56Z
3fc6da2b,UA769,UAL769,UAL,B788,N26910,KORD,LEBL,2026-05-20T03:11:40Z,2026-05-20T10:58:51Z
3fc71368,VY3937,VLG5QN,VLG,A320,EC-KDX,LEPA,LEBB,2026-05-20T04:35:48Z,2026-05-20T05:47:03Z
3fc71475,OS439,AUA439,AUA,A320,OE-LBV,LOWW,LEBB,2026-05-20T04:32:28Z,2026-05-20T06:56:49Z
3fc71532,UX7161,AEA27GB,OVA,B738,EC-MVY,LEMD,LEBB,2026-05-20T04:40:31Z,2026-05-20T05:18:03Z
3fc7176a,VY1463,VLG883P,VLG,A320,EC-LOC,LFPO,LEBB,2026-05-20T04:42:11Z,2026-05-20T05:55:09Z
3fc71b96,LH1147,DLH85N,DLH,A20N,D-AINJ,LEBB,EDDF,2026-05-20T04:57:59Z,2026-05-20T06:43:29Z
3fc71d39,VY3272,VLG1JR,VLG,A320,EC-MAN,LEBB,GCLP,2026-05-20T04:49:47Z,2026-05-20T07:40:07Z
3fc71d80,IB442,IBE0442,IBE,A20N,EC-NZQ,LEBB,LEMD,2026-05-20T04:51:14Z,2026-05-20T05:34:02Z
3fc71f18,V73522,VOE59KE,VOE,A320,EC-NNY,LEBB,GCTS,2026-05-20T04:53:38Z,2026-05-20T07:46:05Z
3fc7229c,VY1423,VLG32LC,VLG,A320,EC-MXG,LEBB,LEBL,2026-05-20T05:02:42Z,2026-05-20T05:48:42Z
3fc72394,KL1522,KLM98T,KLC,E190,PH-EZN,LEBB,EHAM,2026-05-20T05:00:58Z,2026-05-20T06:43:55Z
3fc7243a,VY2515,VLG2515,VLG,A320,EC-LVP,LEBB,LEZL,2026-05-20T05:04:19Z,2026-05-20T06:15:45Z
3fc72467,VY2612,VLG79XV,VLG,A320,EC-MNZ,LEMG,LEBB,2026-05-20T05:09:37Z,2026-05-20T06:19:36Z
3fc726cd,VY3802,VLG58MU,VLG,A320,EC-MBY,LEBB,LEMH,2026-05-20T05:05:58Z,2026-05-20T06:11:03Z
3fc7281d,VY1420,VLG5PP,VLG,A321,EC-MLM,LEBL,LEBB,2026-05-20T05:15:03Z,2026-05-20T06:11:11Z
3fc72961,LH1831,DLH99P,DLH,A320,D-AIUL,LEBB,EDDM,2026-05-20T05:14:47Z,2026-05-20T07:00:04Z
3fc72a6d,V73508,VOE3508,VOE,A320,EC-NOL,LEBB,LIRF,2026-05-20T05:16:26Z,2026-05-20T06:59:17Z
3fc72a69,DY1744,NOZ44J,NOZ,B738,LN-DYM,ENGM,LEBB,2026-05-20T05:15:00Z,2026-05-20T08:09:38Z
3fc72d23,AF1377,AFR38JF,HOP,E170,F-HBXF,LEBB,LFPG,2026-05-20T05:19:36Z,2026-05-20T06:42:25Z
3fc7375e,IB429,IBE04RD,IBE,A321,EC-JDM,LEMD,LEBB,2026-05-20T05:44:48Z,2026-05-20T06:22:53Z
3fc73bb2,VY1454,VLG4MA,VLG,A320,EC-LUO,LEBB,LIMC,2026-05-20T05:44:50Z,2026-05-20T07:08:31Z
3fc6fa8d,FR615,RYR615,MAY,B738,9H-QDZ,LEVC,LEIB,2026-05-20T03:51:12Z,2026-05-20T04:15:47Z
3fc6fd49,FR580,RYR2AL,LDA,A320,9H-IBJ,LOWW,LEIB,2026-05-20T04:04:38Z,2026-05-20T06:13:16Z
3fc700dd,FR7572,RYR3FB,MAY,B738,9H-QAJ,LEAL,LEIB,2026-05-20T04:03:57Z,2026-05-20T04:25:58Z
3fc70142,U21305,EJU85KQ,EZS,A320,HB-JXF,LSGG,LEIB,2026-05-20T04:03:18Z,2026-05-20T05:23:58Z
3fc70195,FR3028,RYR3028,RYR,B738,EI-EKP,LEBL,LEIB,2026-05-20T04:11:01Z,2026-05-20T04:42:38Z
3fc703c0,FR8334,RYR8334,RYR,B738,EI-ENJ,LIME,LEIB,2026-05-20T04:15:27Z,2026-05-20T05:44:12Z
3fc70bbe,TO4760,TVF87KA,TVF,A20N,F-HXSK,LFPO,LEIB,2026-05-20T04:20:17Z,2026-05-20T05:53:46Z
3fc70c27,HV5673,TRA56M,TRA,A21N,PH-YHE,EHAM,LEIB,2026-05-20T04:19:59Z,2026-05-20T06:21:16Z
3fc70f75,FR8017,RYR86EK,MAY,B738,9H-QDC,LEMG,LEIB,2026-05-20T04:33:55Z,2026-05-20T05:32:33Z
3fc71647,FR5232,RYR26NK,MAY,B738,9H-QAC,LEZL,LEIB,2026-05-20T04:38:23Z,2026-05-20T05:58:08Z
3fc7173e,U28099,EZY52LD,EZY,A20N,G-UZHA,EGKK,LEIB,2026-05-20T04:47:54Z,2026-05-20T06:37:55Z
3fc7214b,U23735,EJU18WZ,EJU,A320,OE-IJQ,LIMC,LEIB,2026-05-20T05:06:02Z,2026-05-20T06:32:55Z
3fc722ef,HV6513,TRA6513,TRA,B738,PH-HSM,EHEH,LEIB,2026-05-20T05:00:57Z,2026-05-20T07:01:30Z
3fc72571,WT103,SWT103,SWT,AT75,EC-LYJ,LEPA,LEIB,2026-05-20T05:17:29Z,2026-05-20T05:40:16Z
