fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3ff3c118,,PAV541H,PAV,C525,D-IJLJ,LEMD,LEBL,2026-05-31T00:18:15Z,2026-05-31T01:10:32Z
3ff3c896,AA40,AAL40,AAL,B788,N876AL,KORD,LEBL,2026-05-31T00:33:57Z,2026-05-31T08:33:42Z
3ff3d593,VY6024,VLG6024,VLG,A320,EC-KDX,LEBL,EGKK,2026-05-31T03:42:38Z,2026-05-31T05:33:42Z
3ff3dbe5,WS28,WJA28,WJA,B789,C-GKKN,CYYC,LEBL,2026-05-31T01:11:53Z,2026-05-31T10:28:31Z
3ff3dc92,EK256,UAE256,UAE,B77L,A6-EWD,MMMX,LEBL,2026-05-31T01:25:44Z,2026-05-31T11:38:32Z
3ff3de4b,,EVFHSEM,SHP,EC45,F-HSEM,LEBL,LELL,2026-05-31T01:00:13Z,2026-05-31T01:08:54Z
3ff3e142,3Z7319,TVP7319,TVP,B738,SP-TVZ,LEBL,EPWA,2026-05-31T01:18:55Z,2026-05-31T04:11:52Z
3ff3e30f,VY8105,VLG448P,VLG,A320,EC-MBF,LGAV,LEBL,2026-05-31T01:22:03Z,2026-05-31T03:54:49Z
3ff3e8cc,UA672,UAL672,UAL,B772,N76010,KSFO,LEBL,2026-05-31T01:45:55Z,2026-05-31T12:44:21Z
3ff3fd85,,PAV542H,PAV,C525,D-IJLJ,LEBL,LEZL,2026-05-31T02:20:03Z,2026-05-31T03:40:46Z
3ff4020d,DL194,DAL194,DAL,A333,N829NW,KATL,LEBL,2026-05-31T02:24:25Z,2026-05-31T10:18:15Z
3ff4023d,,PAV533H,PAV,C525,D-IRSB,LEBL,LEBA,2026-05-31T02:18:03Z,2026-05-31T03:36:20Z
3ff4094b,UA769,UAL769,UAL,B788,N29907,KORD,LEBL,2026-05-31T03:07:06Z,2026-05-31T11:02:57Z
3ff40f5e,JNJ9025,JNJ9025,JNJ,HA4T,OY-JJS,EKBI,LEBL,2026-05-31T02:45:54Z,2026-05-31T05:03:46Z
3ff4107c,LY393,ELY393,ELY,B739,4X-EHA,LLBG,LEBL,2026-05-31T03:19:43Z,2026-05-31T07:32:01Z
3ff410ef,IB2626,LVL269B,LVL,A332,EC-ODA,KBOS,LEBL,2026-05-31T02:55:11Z,2026-05-31T09:44:33Z
3ff41116,TK1853,THY3JL,THY,A333,TC-LNG,LTFM,LEBL,2026-05-31T05:32:23Z,2026-05-31T08:40:31Z
3ff411b9,J245,AHY045,AHY,A319,4K-AZ05,UBBB,LEBL,2026-05-31T02:56:10Z,2026-05-31T08:25:11Z
3ff41576,W43175,WMT3796,WZZ,A321,HA-LTJ,LROP,LEBL,2026-05-31T03:09:57Z,2026-05-31T05:58:26Z
3ff41e30,FR6301,RYR8AA,RYS,B738,SP-RKS,LBSF,LEBL,2026-05-31T03:17:37Z,2026-05-31T05:50:44Z
3ff3e456,UA633,UAL633,UAL,B752,N12114,KEWR,LEBB,2026-05-31T01:34:40Z,2026-05-31T08:24:55Z
3ff41a43,W62413,WZZ2715,WZZ,A21N,HA-LGI,LHBP,LEBB,2026-05-31T03:12:28Z,2026-05-31T05:41:59Z
3ff44136,WK226,EDW721D,EDW,A320,HB-IHZ,LSZH,LEBB,2026-05-31T04:33:45Z,2026-05-31T06:07:10Z
3ff4439f,UX7161,AEA27GB,OVA,B738,EC-OBK,LEMD,LEBB,2026-05-31T04:47:40Z,2026-05-31T05:24:04Z
3ff44745,V73522,VOE59KE,VOE,A320,EC-NOS,LEBB,GCTS,2026-05-31T04:45:56Z,2026-05-31T07:29:49Z
3ff448d7,LH1147,DLH85N,DLH,A321,D-AISQ,LEBB,EDDF,2026-05-31T05:00:53Z,2026-05-31T06:55:20Z
3ff44960,VY3280,VLG15FH,VLG,A320,EC-LVT,LEBB,GCRR,2026-05-31T04:50:05Z,2026-05-31T07:16:59Z
3ff44a04,VY3972,VLG3972,VLG,A320,EC-OJG,LEBB,LEVC,2026-05-31T04:56:27Z,2026-05-31T05:47:16Z
3ff449b7,KL1522,KLM98T,KLC,E190,PH-EXY,LEBB,EHAM,2026-05-31T04:51:57Z,2026-05-31T06:30:44Z
3ff44ba3,VY3937,VLG5QN,VLG,A320,EC-MFM,LEPA,LEBB,2026-05-31T05:05:10Z,2026-05-31T06:05:19Z
3ff44c75,VY3290,VLG2BZ,VLG,A320,EC-MKM,LEBB,GCXO,2026-05-31T04:58:51Z,2026-05-31T07:37:41Z
3ff44e06,U23731,EJU56NB,EJU,A320,OE-IJQ,LIMC,LEBB,2026-05-31T05:06:59Z,2026-05-31T06:36:38Z
3ff44e40,VY1420,VLG5PP,VLG,A320,EC-MNZ,LEBL,LEBB,2026-05-31T05:14:17Z,2026-05-31T06:02:53Z
3ff44f3d,HV5275,TRA275T,TRA,B738,PH-HXE,EHEH,LEBB,2026-05-31T05:03:57Z,2026-05-31T06:40:03Z
3ff45124,D83708,NSZ3708,NSZ,B38M,SE-RTR,EKCH,LEBB,2026-05-31T05:15:14Z,2026-05-31T07:48:00Z
3ff4516d,VY2611,VLG7EB,VLG,A320,EC-LOP,LEBB,LEMG,2026-05-31T05:07:57Z,2026-05-31T06:13:58Z
3ff4539a,V73534,VOE2GF,VOE,A320,EC-NNY,LEBB,LEAL,2026-05-31T05:12:21Z,2026-05-31T06:10:52Z
3ff454f5,VY1423,VLG32LC,VLG,A320,EC-NUO,LEBB,LEBL,2026-05-31T05:15:01Z,2026-05-31T06:07:06Z
3ff4573a,VY3272,VLG1JR,VLG,A320,EC-OFV,LEBB,GCLP,2026-05-31T05:19:23Z,2026-05-31T08:09:45Z
3ff4574e,AF1377,AFR38JF,HOP,E190,F-HBLF,LEBB,LFPG,2026-05-31T05:25:59Z,2026-05-31T06:46:18Z
3ff3c222,,AXY263A,AXY,CRJ2,9H-DOM,LHBP,LEIB,2026-05-31T00:15:31Z,2026-05-31T02:34:43Z
3ff3f633,,MEECKVC,INR,B412,EC-KVC,LEIB,LEIB,2026-05-31T01:46:53Z,2026-05-31T01:50:09Z
3ff3fa81,A2630,AWG630X,AWG,BCS3,YR-CHR,LROP,LEIB,2026-05-31T02:00:12Z,2026-05-31T04:52:56Z
3ff403ab,,MEECKVC,INR,B412,EC-KVC,LEIB,LESB,2026-05-31T02:14:06Z,2026-05-31T02:50:24Z
3ff42a92,FR6616,RYR6616,RYR,B38M,EI-IJP,LEAL,LEIB,2026-05-31T03:58:32Z,2026-05-31T04:23:59Z
3ff42e64,FR3028,RYR3028,RYR,B738,EI-DWC,LEBL,LEIB,2026-05-31T04:05:42Z,2026-05-31T04:37:53Z
3ff42e74,,ANE001,ANE,CRJX,EC-MJQ,LEVC,LEIB,2026-05-31T04:02:52Z,2026-05-31T04:28:52Z
3ff4317f,HV5675,TRA75K,TRA,B738,PH-HSM,EHAM,LEIB,2026-05-31T04:09:31Z,2026-05-31T06:17:56Z
