fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3fdae41a,QY8030,BCS3LR,BCS,A306,D-AEAC,EDDP,LEBL,2026-05-25T00:17:45Z,2026-05-25T02:08:03Z
3fdae957,AA40,AAL40,AAL,B788,N880BJ,KORD,LEBL,2026-05-25T00:50:05Z,2026-05-25T08:56:34Z
3fdaf0d3,B6345,JBU345,JBU,A21N,N4076J,KBOS,LEBL,2026-05-25T00:37:09Z,2026-05-25T08:01:32Z
3fdaf850,5X242,UPS242,UPS,B763,N391UP,EDDK,LEBL,2026-05-25T00:42:32Z,2026-05-25T02:25:40Z
3fdaf8b7,UA672,UAL672,UAL,B772,N228UA,KSFO,LEBL,2026-05-25T01:20:39Z,2026-05-25T12:17:51Z
3fdafafb,EK256,UAE256,UAE,B77L,A6-EWA,MMMX,LEBL,2026-05-25T01:24:39Z,2026-05-25T12:09:59Z
3fdb04ad,VY8105,VLG448P,VLG,A20N,EC-NDC,LGAV,LEBL,2026-05-25T01:18:41Z,2026-05-25T03:50:18Z
3fdb13e1,VY3073,VLG3073,VLG,A320,EC-MBS,LTFM,LEBL,2026-05-25T02:00:35Z,2026-05-25T04:45:09Z
3fdb197f,IB2630,LVL230K,LVL,A332,EC-ODB,KMIA,LEBL,2026-05-25T01:59:20Z,2026-05-25T10:53:32Z
3fdb1aa5,HV5131,TRA52Q,TRA,A21N,PH-YHS,EHAM,LEBL,2026-05-25T04:16:47Z,2026-05-25T06:10:21Z
3fdb2417,WS66,WJA66,WJA,B38M,C-GLWS,CYHZ,LEBL,2026-05-25T02:18:06Z,2026-05-25T08:59:54Z
3fdb24c5,QE761,QQE761,QQE,GLF6,A7-CGU,ZSHC,LEBL,2026-05-25T03:41:20Z,2026-05-25T15:31:34Z
3fdb2e2c,LA8134,TAM8134,LAN,B789,CC-BMA,SBGR,LEBL,2026-05-25T02:42:15Z,2026-05-25T12:31:11Z
3fdb335b,W43403,WMT46NC,WMT,A320,9H-WBQ,LRCL,LEBL,2026-05-25T02:43:00Z,2026-05-25T05:03:35Z
3fdb3437,UA769,UAL769,UAL,B788,N26906,KORD,LEBL,2026-05-25T03:08:19Z,2026-05-25T11:02:48Z
3fdb3633,AF1148,AFR67WE,AFR,BCS3,F-HZUG,LFPG,LEBL,2026-05-25T05:36:11Z,2026-05-25T07:01:48Z
3fdb3991,DL194,DAL194,DAL,A333,N822NW,KATL,LEBL,2026-05-25T03:09:03Z,2026-05-25T11:44:33Z
3fdb3a37,LY393,ELY393,ELY,B739,4X-EHB,LLBG,LEBL,2026-05-25T03:01:30Z,2026-05-25T06:56:03Z
3fdb402d,OZ511,AAR511,AAR,A359,HL8383,RKSI,LEBL,2026-05-25T03:11:03Z,2026-05-25T16:44:27Z
3fdb4142,W43175,WMT3796,WMT,A21N,9H-WDN,LROP,LEBL,2026-05-25T03:16:42Z,2026-05-25T05:48:38Z
3fdb6e27,VY3272,VLG1JR,VLG,A320,EC-MYB,LEBB,GCLP,2026-05-25T04:51:45Z,2026-05-25T07:41:07Z
3fdb6e67,VY1463,VLG883P,VLG,A320,EC-LZN,LFPO,LEBB,2026-05-25T04:40:44Z,2026-05-25T05:52:11Z
3fdb6e5c,UX7161,AEA27GB,OVA,B738,EC-MUZ,LEMD,LEBB,2026-05-25T04:48:32Z,2026-05-25T05:25:04Z
3fdb71d1,V73512,VOE71UJ,VOE,A320,EC-NNY,LEBB,LEMG,2026-05-25T04:49:44Z,2026-05-25T06:06:03Z
3fdb7211,WK226,EDW721D,EDW,A320,HB-JJM,LSZH,LEBB,2026-05-25T04:56:07Z,2026-05-25T06:28:44Z
3fdb7377,TK1315,THY6ZN,THY,A21N,TC-LTE,LTFM,LEBB,2026-05-25T05:08:02Z,2026-05-25T08:33:17Z
3fdb7470,EW9516,EWG51TM,EWG,A320,D-ABZI,EDDL,LEBB,2026-05-25T04:57:56Z,2026-05-25T06:41:46Z
3fdb74af,LH1147,DLH85N,DLH,A21N,D-AIEQ,LEBB,EDDF,2026-05-25T04:55:05Z,2026-05-25T06:36:01Z
3fdb766c,IB442,IBE0442,IBE,A20N,EC-NJU,LEBB,LEMD,2026-05-25T04:57:20Z,2026-05-25T05:41:06Z
3fdb7719,VY3937,VLG5QN,VLG,A320,EC-MGE,LEPA,LEBB,2026-05-25T04:53:13Z,2026-05-25T05:58:43Z
3fdb7994,KL1522,KLM98T,KLC,E190,PH-EZM,LEBB,EHAM,2026-05-25T04:59:49Z,2026-05-25T06:43:57Z
3fdb7a2a,VY1450,VLG9EH,VLG,A320,EC-KDT,LEBB,LEAL,2026-05-25T05:04:35Z,2026-05-25T06:04:52Z
3fdb7c34,VY1423,VLG32LC,VLG,A320,EC-MNZ,LEBB,LEBL,2026-05-25T05:09:01Z,2026-05-25T06:00:40Z
3fdb7ce0,VY1420,VLG5PP,VLG,A320,EC-KCU,LEBL,LEBB,2026-05-25T05:13:45Z,2026-05-25T06:06:24Z
3fdb7edb,AF1377,AFR38JF,HOP,E190,F-HBLM,LEBB,LFPG,2026-05-25T05:13:36Z,2026-05-25T06:29:17Z
3fdb818a,VY2512,VLG7CX,VLG,A320,EC-LVP,LEBB,LEZL,2026-05-25T05:16:05Z,2026-05-25T06:25:04Z
3fdb8355,LH1831,DLH99P,DLH,A320,D-AIUE,LEBB,EDDM,2026-05-25T05:20:22Z,2026-05-25T07:13:31Z
3fdb8543,,,,GLEX,,,,2026-05-25T07:13:01Z,2026-05-25T07:51:07Z
3fdb8c91,IB429,IBE04RD,IBE,A321,EC-JLI,LEMD,LEBB,2026-05-25T05:41:23Z,2026-05-25T06:16:53Z
3fdb8d5a,V73536,VOE9KT,VOE,A320,EC-NOS,LEBB,LEVC,2026-05-25T05:40:20Z,2026-05-25T06:31:21Z
3fdb3c90,DE1500,CFG8AV,CFG,A321,D-AIAD,EDDF,LEIB,2026-05-25T03:08:13Z,2026-05-25T05:02:05Z
3fdb51f7,FR615,RYR615,RYR,B738,EI-DPI,LEVC,LEIB,2026-05-25T03:53:50Z,2026-05-25T04:18:52Z
3fdb52ff,EW8540,EWG58L,EWG,A20N,D-AENI,EDDB,LEIB,2026-05-25T03:43:31Z,2026-05-25T06:05:40Z
3fdb537d,FR394,RYR7DU,RYR,B738,EI-DWM,LEMD,LEIB,2026-05-25T03:59:44Z,2026-05-25T04:49:05Z
3fdb53a5,,ANE7015,ANE,AT76,EC-LRR,LEVC,LEIB,2026-05-25T03:55:31Z,2026-05-25T04:22:46Z
3fdb53b9,HV5687,TRA8P,TRA,B738,PH-HXO,EHRD,LEIB,2026-05-25T05:02:32Z,2026-05-25T07:09:47Z
3fdb5530,W46235,WMT8812,WMT,A21N,9H-WMW,LIRF,LEIB,2026-05-25T03:57:31Z,2026-05-25T05:24:17Z
3fdb5a50,FR8334,RYR8334,MAY,B738,9H-QCG,LIME,LEIB,2026-05-25T04:12:02Z,2026-05-25T05:42:14Z
3fdb5abd,FR7572,RYR3FB,MAY,B738,9H-QBZ,LEAL,LEIB,2026-05-25T04:13:07Z,2026-05-25T04:36:21Z
3fdb5f44,X32914,TUI4DN,TUI,B38M,D-AMAZ,EDDL,LEIB,2026-05-25T04:21:55Z,2026-05-25T06:38:33Z
3fdb6216,EW7514,EWG7SV,GJT,A320,LY-GYM,EDDH,LEIB,2026-05-25T04:18:43Z,2026-05-25T06:54:17Z
