fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
3ffba580,AA742,AAL742,AAL,B788,N871AY,KPHL,LEBL,2026-06-02T00:32:50Z,2026-06-02T07:24:34Z
3ffbafc0,WT224,SWT224,SWT,AT72,EC-IYH,LEMD,LEBL,2026-06-02T00:34:16Z,2026-06-02T01:40:12Z
3ffbb071,A3713,AEE713,AEE,A21N,SX-NAF,LEBL,LGAV,2026-06-02T00:32:34Z,2026-06-02T03:05:05Z
3ffbb0e1,AV180,AVA180,AVA,B788,N783AV,SKBO,LEBL,2026-06-02T02:00:59Z,2026-06-02T11:29:50Z
3ffbbad3,QY460,BCS460,CGF,B734,LZ-CGT,LIMC,LEBL,2026-06-02T00:50:58Z,2026-06-02T02:04:04Z
3ffbbb79,UA672,UAL672,UAL,B772,N78005,KSFO,LEBL,2026-06-02T01:15:13Z,2026-06-02T11:54:47Z
3ffbbfa7,EK256,UAE256,UAE,B77L,A6-EWD,MMMX,LEBL,2026-06-02T01:08:09Z,2026-06-02T11:15:29Z
3ffbd87e,IB2630,LVL230K,LVL,A332,EC-ODB,KMIA,LEBL,2026-06-02T02:31:37Z,2026-06-02T10:42:50Z
3ffbdc8f,5X242,UPS242,UPS,B763,N364UP,EDDK,LEBL,2026-06-02T01:44:31Z,2026-06-02T03:32:01Z
3ffbe7c1,AA40,AAL40,AAL,B788,N883BM,KORD,LEBL,2026-06-02T02:17:58Z,2026-06-02T09:57:34Z
3ffbea3a,DL194,DAL194,DAL,A333,N827NW,KATL,LEBL,2026-06-02T02:19:22Z,2026-06-02T10:03:42Z
3ffbef26,QY8030,BCS3LR,BCS,A306,D-AZMP,EDDP,LEBL,2026-06-02T02:22:08Z,2026-06-02T04:23:03Z
3ffbef84,WS66,WJA66,WJA,B38M,C-FXWJ,CYHZ,LEBL,2026-06-02T02:17:12Z,2026-06-02T07:54:23Z
3ffbfb9a,UA769,UAL769,UAL,B788,N26910,KORD,LEBL,2026-06-02T03:06:22Z,2026-06-02T10:44:48Z
3ffbfdee,3V4272,TAY3BC,TAY,B738,OE-IWF,LFPG,LEBL,2026-06-02T02:49:39Z,2026-06-02T04:11:56Z
3ffc03ec,LY393,ELY393,ELY,B738,4X-EKB,LLBG,LEBL,2026-06-02T03:01:46Z,2026-06-02T07:35:52Z
3ffc0568,J245,AHY045,AHY,A20N,VP-BBK,UBBB,LEBL,2026-06-02T02:55:30Z,2026-06-02T08:27:47Z
3ffc0a63,W43175,WMT3796,WZZ,A321,HA-LXB,LROP,LEBL,2026-06-02T03:02:29Z,2026-06-02T05:51:24Z
3ffc0b9c,QY8430,BCS3WP,RGN,B752,EC-FTR,LEBL,LEMD,2026-06-02T03:05:32Z,2026-06-02T04:00:00Z
3ffc106a,OZ511,AAR511,AAR,A359,HL7578,RKSI,LEBL,2026-06-02T03:18:04Z,2026-06-02T17:11:31Z
3ffc3e6c,UX7161,AEA27GB,OVA,B738,EC-MUZ,LEMD,LEBB,2026-06-02T04:40:07Z,2026-06-02T05:16:05Z
3ffc3ebe,V73568,VOE8NW,VOE,A320,EC-NOS,LEBB,LECH,2026-06-02T04:50:40Z,2026-06-02T06:04:11Z
3ffc3fef,TK1315,THY6ZN,THY,B38M,TC-LCJ,LTFM,LEBB,2026-06-02T05:11:06Z,2026-06-02T08:54:46Z
3ffc448d,IB442,IBE0442,IBE,A20N,EC-NTA,LEBB,LEMD,2026-06-02T04:48:20Z,2026-06-02T05:29:35Z
3ffc4556,VY1423,VLG32LC,VLG,A320,EC-LLJ,LEBB,LEBL,2026-06-02T05:08:12Z,2026-06-02T05:58:59Z
3ffc4643,KL1522,KLM98T,KLC,E75L,PH-EXG,LEBB,EHAM,2026-06-02T04:52:39Z,2026-06-02T06:31:34Z
3ffc47b5,VY3280,VLG15FH,VLG,A320,EC-MBF,LEBB,GCRR,2026-06-02T04:55:01Z,2026-06-02T07:19:58Z
3ffc48ea,LH1147,DLH85N,DLH,A321,D-AIDJ,LEBB,EDDF,2026-06-02T04:59:03Z,2026-06-02T06:46:21Z
3ffc4929,VY3937,VLG5QN,VLG,A320,EC-MAO,LEPA,LEBB,2026-06-02T05:01:02Z,2026-06-02T06:08:35Z
3ffc4cb0,VY1420,VLG5PP,VLG,A320,EC-KDT,LEBL,LEBB,2026-06-02T05:05:31Z,2026-06-02T05:58:48Z
3ffc4e84,U21065,EZS1065,EZS,A320,HB-JZR,LFSB,LEBB,2026-06-02T05:08:22Z,2026-06-02T06:40:03Z
3ffc531c,U22005,EZY51XB,EZY,A320,G-EZTT,EGCC,LEBB,2026-06-02T05:27:54Z,2026-06-02T07:09:54Z
3ffc5394,VY2611,VLG7EB,VLG,A320,EC-LOP,LEBB,LEMG,2026-06-02T05:17:26Z,2026-06-02T06:29:24Z
3ffc53f8,LH1831,DLH99P,DLH,A321,D-AIDF,LEBB,EDDM,2026-06-02T05:20:45Z,2026-06-02T07:00:28Z
3ffc5f10,V73552,VOE3552,VOE,A320,EC-NNY,LEBB,LIRN,2026-06-02T05:38:03Z,2026-06-02T07:48:48Z
3ffc60d0,IB429,IBE04RD,IBE,A321,EC-ILP,LEMD,LEBB,2026-06-02T05:42:40Z,2026-06-02T06:19:24Z
3ffc618c,VY1454,VLG4MA,VLG,A320,EC-KHN,LEBB,LIMC,2026-06-02T05:43:35Z,2026-06-02T07:13:24Z
3ffc65a3,VY3272,VLG1JR,VLG,A320,EC-MKM,LEBB,GCLP,2026-06-02T05:45:33Z,2026-06-02T08:28:36Z
3ffc65cc,3O835,MAC835,MAC,A320,CN-NMJ,GMTT,LEBB,2026-06-02T05:55:15Z,2026-06-02T07:20:06Z
3ffc668e,A3706,AEE706,AEE,A20N,SX-NEF,LGAV,LEBB,2026-06-02T06:02:00Z,2026-06-02T09:23:17Z
3ffc209f,FR615,RYR615,RYR,B738,EI-EMO,LEVC,LEIB,2026-06-02T03:46:02Z,2026-06-02T04:12:28Z
3ffc21dd,,ANE7015,ANE,AT76,EC-LQV,LEPA,LEIB,2026-06-02T03:43:48Z,2026-06-02T04:06:20Z
3ffc2453,FR8334,RYR8334,MAY,B38M,9H-VUQ,LIME,LEIB,2026-06-02T03:54:59Z,2026-06-02T05:40:43Z
3ffc2470,HV5675,TRA75K,TRA,B738,PH-HXJ,EHAM,LEIB,2026-06-02T03:54:13Z,2026-06-02T06:07:34Z
3ffc25a4,FR394,RYR7DU,MAY,B738,9H-QFM,LEMD,LEIB,2026-06-02T04:01:47Z,2026-06-02T04:49:17Z
3ffc26b5,FR3028,RYR3028,RYR,B738,EI-DCY,LEBL,LEIB,2026-06-02T03:58:27Z,2026-06-02T04:32:23Z
3ffc2b72,DE1576,CFG1YE,BUC,A320,LZ-LAH,EDDM,LEIB,2026-06-02T04:08:27Z,2026-06-02T06:10:16Z
