fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
402d48e4,AA40,AAL40,AAL,B788,N879BH,KORD,LEBL,2026-06-14T00:33:58Z,2026-06-14T08:14:41Z
402d547d,EK256,UAE256,UAE,B77L,A6-EWC,MMMX,LEBL,2026-06-14T01:03:58Z,2026-06-14T11:20:57Z
402d589f,3Z7319,TVP7319,TVS,B738,OK-TVU,LEBL,EPWA,2026-06-14T00:58:29Z,2026-06-14T03:30:17Z
402d59d7,,,,GLEX,,,,2026-06-14T00:54:02Z,2026-06-14T07:19:01Z
402d5df6,UA672,UAL672,UAL,B772,N78003,KSFO,LEBL,2026-06-14T01:22:36Z,2026-06-14T12:21:27Z
402d5f3f,VY8105,VLG448P,VLG,A320,EC-OJG,LGAV,LEBL,2026-06-14T01:06:49Z,2026-06-14T03:46:18Z
402d66d9,WS28,WJA28,WJA,B789,C-GKKN,CYYC,LEBL,2026-06-14T01:29:06Z,2026-06-14T10:53:19Z
402d71ad,AV180,AVA180,AVA,B788,N785AV,SKBO,LEBL,2026-06-14T01:53:24Z,2026-06-14T11:28:21Z
402d7a48,DL194,DAL194,DAL,A333,N814NW,KATL,LEBL,2026-06-14T02:03:55Z,2026-06-14T10:12:41Z
402d7bbf,AA192,AAL192,AAL,B772,N771AN,KDFW,LEBL,2026-06-14T02:35:53Z,2026-06-14T12:14:45Z
402d8804,UA769,UAL769,UAL,B788,N45905,KORD,LEBL,2026-06-14T02:59:03Z,2026-06-14T10:45:05Z
402d91a5,LY393,ELY393,ELY,B738,4X-EKK,LLBG,LEBL,2026-06-14T02:58:31Z,2026-06-14T07:17:16Z
402d9563,IB2628,LVL285J,LVL,A332,EC-ODB,KJFK,LEBL,2026-06-14T04:02:13Z,2026-06-14T10:51:28Z
402d96cf,W43175,WMT3796,WZZ,A321,HA-LXH,LROP,LEBL,2026-06-14T03:01:59Z,2026-06-14T05:51:34Z
402d9b71,J245,AHY045,AHY,A20N,VP-BAK,UBBB,LEBL,2026-06-14T03:08:47Z,2026-06-14T08:27:57Z
402d9fcd,FR6301,RYR8AA,RYS,B738,SP-RSL,LBSF,LEBL,2026-06-14T03:21:03Z,2026-06-14T05:53:07Z
402da61d,CY322,CYP322,CYP,BCS3,5B-DEB,LCLK,LEBL,2026-06-14T04:13:55Z,2026-06-14T08:13:32Z
402da68c,W62047,WZZ194,WZZ,A21N,HA-LDL,EPKK,LEBL,2026-06-14T03:35:26Z,2026-06-14T06:07:37Z
402da9ba,TS260,TSC260,TSC,A21N,C-GOKE,CYUL,LEBL,2026-06-14T03:56:00Z,2026-06-14T10:55:26Z
