fr24_id,flight,callsign,operated_as,type,reg,origin_icao,destination_icao,datetime_takeoff,datetime_landed
404155b8,WT224,SWT224,SWT,AT73,EC-JRP,LEMD,LEBL,2026-06-19T00:40:21Z,2026-06-19T01:50:31Z
40415cc7,EK256,UAE256,UAE,B77L,A6-EWD,MMMX,LEBL,2026-06-19T01:05:07Z,2026-06-19T11:20:46Z
40415d60,QY460,BCS460,CGF,B734,LZ-CGT,LIMC,LEBL,2026-06-19T00:44:07Z,2026-06-19T01:57:05Z
40416c11,VY8105,VLG448P,VLG,A320,EC-MBS,LGAV,LEBL,2026-06-19T01:14:39Z,2026-06-19T03:50:08Z
40416cfd,UA672,UAL672,UAL,B772,N226UA,KSFO,LEBL,2026-06-19T01:23:40Z,2026-06-19T12:31:51Z
404181f1,AV180,AVA180,AVA,B788,N794AV,SKBO,LEBL,2026-06-19T01:56:42Z,2026-06-19T11:26:23Z
40418279,5X242,UPS242,UPS,B763,N340UP,EDDK,LEBL,2026-06-19T01:51:55Z,2026-06-19T03:35:50Z
40418450,QY8048,BCS1MU,BCS,B752,D-ALET,EBBR,LEBL,2026-06-19T01:49:21Z,2026-06-19T03:26:41Z
404197a0,TW407,TWB407,KAL,A332,HL8227,RKSI,LEBL,2026-06-19T02:24:35Z,2026-06-19T16:14:50Z
4041a333,3V4272,TAY3BC,ABR,B738,EI-HRB,LFPG,LEBL,2026-06-19T03:00:51Z,2026-06-19T04:26:28Z
4041a638,W43403,WMT46NC,WMT,A320,9H-WZR,LRCL,LEBL,2026-06-19T02:47:14Z,2026-06-19T05:26:29Z
4041a8f7,FR1787,RYR200F,RYS,B738,SP-RNT,EYVI,LEBL,2026-06-19T02:47:14Z,2026-06-19T06:01:14Z
4041ab4d,QY8430,BCS3WP,DHA,B752,OE-LNF,LEBL,LEMD,2026-06-19T03:00:48Z,2026-06-19T03:48:17Z
4041b1cc,W43175,WMT3796,WZZ,A321,HA-LXJ,LROP,LEBL,2026-06-19T03:10:06Z,2026-06-19T05:58:18Z
4041b438,OZ511,AAR511,AAR,A359,HL7579,RKSI,LEBL,2026-06-19T03:22:18Z,2026-06-19T16:54:35Z
4041b587,QY236,BCS236P,CGF,B734,LZ-CGT,LEBL,LIMC,2026-06-19T03:15:36Z,2026-06-19T04:47:40Z
4041b782,LY393,ELY393,ELY,B738,4X-EKC,LLBG,LEBL,2026-06-19T03:12:22Z,2026-06-19T07:22:59Z
4041bbfc,WT220,SWT220,SWT,AT73,EC-JRP,LEBL,LEPA,2026-06-19T03:27:25Z,2026-06-19T04:05:53Z
4041bc34,HV6061,TRA6Y,TRA,B738,PH-HBK,EHRD,LEBL,2026-06-19T05:02:29Z,2026-06-19T06:54:51Z
4041c0b4,FR1342,RYR4PG,RYR,B738,EI-EVV,LEBL,LEPA,2026-06-19T04:17:56Z,2026-06-19T04:46:18Z
404175f3,UA633,UAL633,UAL,B752,N17122,KEWR,LEBB,2026-06-19T01:30:11Z,2026-06-19T08:17:06Z
4041a764,,,,GLF6,,,,2026-06-19T03:22:13Z,2026-06-19T09:15:47Z
4041e12d,U21367,EZS59QK,EZS,A320,HB-JZY,LSGG,LEBB,2026-06-19T04:35:19Z,2026-06-19T05:47:02Z
4041e24e,WK226,EDW721D,EDW,A320,HB-JJL,LSZH,LEBB,2026-06-19T04:35:53Z,2026-06-19T06:09:50Z
4041e618,TK1315,THY6ZN,THY,B738,TC-JHZ,LTFM,LEBB,2026-06-19T05:08:51Z,2026-06-19T08:38:02Z
4041e917,UX7161,AEA27GB,OVA,B738,EC-MPG,LEMD,LEBB,2026-06-19T04:52:56Z,2026-06-19T05:24:52Z
4041ea4c,V73534,VOE2GF,VOE,A320,EC-KMI,LEBB,LEAL,2026-06-19T04:46:29Z,2026-06-19T05:50:48Z
4041ed0e,VY3284,VLG7YJ,VLG,A320,EC-KJD,LEBB,GCFV,2026-06-19T04:54:06Z,2026-06-19T07:31:14Z
4041ed6e,IB442,IBE0442,IBE,A20N,EC-NER,LEBB,LEMD,2026-06-19T04:56:00Z,2026-06-19T05:37:22Z
4041efff,HV5275,TRA275T,TRA,B738,PH-HSM,EHEH,LEBB,2026-06-19T05:04:38Z,2026-06-19T06:45:34Z
4041f0e5,KL1522,KLM98T,KLC,E190,PH-EZP,LEBB,EHAM,2026-06-19T04:58:59Z,2026-06-19T06:34:37Z
4041f1b5,VY1463,VLG883P,VLG,A320,EC-MBY,LFPO,LEBB,2026-06-19T05:02:05Z,2026-06-19T06:13:40Z
4041f2ea,LH1147,DLH85N,DLH,A320,D-AIZE,LEBB,EDDF,2026-06-19T05:03:02Z,2026-06-19T06:39:55Z
4041f371,VY8354,VLG8354,VLG,A320,EC-LVT,LEBB,EHAM,2026-06-19T05:12:44Z,2026-06-19T06:55:45Z
4041f43a,VY1423,VLG32LC,VLG,A320,EC-OFV,LEBB,LEBL,2026-06-19T05:05:20Z,2026-06-19T05:51:35Z
